user_id,name,city,state,risk_score
491,Jeremiah Kaur,Kalyan-Dombivli,Himachal Pradesh,0.1
492,Jairaj Nair,Hospet,Telangana,0.74
493,Udarsh Bhavsar,Bettiah,Meghalaya,0.83
494,Zaid Kata,Bhalswa Jahangir Pur,Mizoram,0.18
495,Chaitanya Sodhi,Thiruvananthapuram,Goa,0.46
496,Fiyaz Sahota,Ghaziabad,Nagaland,0.28
497,Lajita Golla,Raipur,Jharkhand,0.81
498,Udarsh Raval,Noida,Madhya Pradesh,0.51
499,Chaitanya Iyer,Kirari Suleman Nagar,Bihar,0.13
500,Jonathan Mahajan,Patna,Madhya Pradesh,0.11
